n,sol_iteration,total_iterations,order_of_genes,fitness_val,execution_time,sol_chrom_json
13,439433,1000000,"(0, 1, 2, 4, 5, 12, 6, 7, 11, 9, 10, 3, 8)",87865.75,69.187,"{""n"": 13, ""F"": [0, 1, 2, 5, 10, 11, 6, 12, 4, 8, 7, 9, 3], ""L"": [30, 11, 18, 44, 38, 10, 5, 7, 35, 33, 36, 23, 4], ""C"": [[-1.0, 13.5, 18.5, 17.5, 10.5, 8.5, 14.0, 11.0, 13.5, 19.0, 11.0, 16.5, 14.5], [13.5, -1.0, 12.5, 17.0, 14.5, 8.0, 11.5, 12.5, 13.5, 16.0, 6.0, 18.5, 10.0], [18.5, 12.5, -1.0, 10.5, 12.5, 14.0, 17.5, 14.0, 13.5, 10.0, 12.5, 13.0, 9.0], [17.5, 17.0, 10.5, -1.0, 10.0, 12.5, 14.0, 16.5, 13.0, 19.5, 15.5, 11.0, 10.0], [10.5, 14.5, 12.5, 10.0, -1.0, 12.5, 14.0, 15.5, 17.0, 10.5, 12.5, 13.5, 12.5], [8.5, 8.0, 14.0, 12.5, 12.5, -1.0, 18.5, 13.5, 11.0, 7.5, 13.0, 13.0, 12.0], [14.0, 11.5, 17.5, 14.0, 14.0, 18.5, -1.0, 12.0, 15.5, 15.5, 11.5, 10.5, 14.0], [11.0, 12.5, 14.0, 16.5, 15.5, 13.5, 12.0, -1.0, 15.0, 5.0, 11.0, 12.0, 13.0], [13.5, 13.5, 13.5, 13.0, 17.0, 11.0, 15.5, 15.0, -1.0, 8.5, 19.5, 9.0, 8.5], [19.0, 16.0, 10.0, 19.5, 10.5, 7.5, 15.5, 5.0, 8.5, -1.0, 8.5, 9.0, 17.5], [11.0, 6.0, 12.5, 15.5, 12.5, 13.0, 11.5, 11.0, 19.5, 8.5, -1.0, 18.0, 13.0], [16.5, 18.5, 13.0, 11.0, 13.5, 13.0, 10.5, 12.0, 9.0, 9.0, 18.0, -1.0, 10.5], [14.5, 10.0, 9.0, 10.0, 12.5, 12.0, 14.0, 13.0, 8.5, 17.5, 13.0, 10.5, -1.0]]}"
14,895472,1000000,"(0, 1, 2, 3, 6, 9, 5, 11, 12, 7, 8, 4, 13, 10)",149487.5,82.850,"{""n"": 14, ""F"": [0, 1, 2, 3, 6, 11, 12, 7, 13, 5, 9, 8, 10, 4], ""L"": [33, 15, 36, 18, 43, 10, 37, 30, 35, 23, 47, 14, 25, 48], ""C"": [[-1.0, 10.5, 15.0, 12.0, 15.5, 7.0, 15.0, 19.5, 12.5, 6.5, 9.5, 14.0, 12.5, 15.0], [10.5, -1.0, 15.0, 15.0, 12.0, 14.5, 10.5, 13.0, 13.5, 9.5, 6.5, 13.5, 7.5, 15.5], [15.0, 15.0, -1.0, 11.5, 7.5, 12.0, 9.5, 12.5, 13.0, 18.0, 7.5, 9.0, 19.0, 8.5], [12.0, 15.0, 11.5, -1.0, 15.0, 9.0, 14.5, 14.0, 6.5, 13.0, 8.5, 15.5, 11.5, 10.5], [15.5, 12.0, 7.5, 15.0, -1.0, 11.5, 11.5, 10.0, 13.5, 8.5, 14.5, 15.0, 12.0, 15.0], [7.0, 14.5, 12.0, 9.0, 11.5, -1.0, 9.0, 12.0, 15.5, 10.5, 17.5, 19.5, 9.0, 15.5], [15.0, 10.5, 9.5, 14.5, 11.5, 9.0, -1.0, 6.5, 13.5, 6.5, 18.0, 11.0, 16.0, 10.0], [19.5, 13.0, 12.5, 14.0, 10.0, 12.0, 6.5, -1.0, 11.0, 12.0, 15.0, 12.5, 11.0, 12.5], [12.5, 13.5, 13.0, 6.5, 13.5, 15.5, 13.5, 11.0, -1.0, 19.5, 11.5, 8.5, 13.0, 15.5], [6.5, 9.5, 18.0, 13.0, 8.5, 10.5, 6.5, 12.0, 19.5, -1.0, 14.0, 14.0, 10.5, 11.0], [9.5, 6.5, 7.5, 8.5, 14.5, 17.5, 18.0, 15.0, 11.5, 14.0, -1.0, 13.0, 12.5, 11.0], [14.0, 13.5, 9.0, 15.5, 15.0, 19.5, 11.0, 12.5, 8.5, 14.0, 13.0, -1.0, 13.0, 11.0], [12.5, 7.5, 19.0, 11.5, 12.0, 9.0, 16.0, 11.0, 13.0, 10.5, 12.5, 13.0, -1.0, 13.0], [15.0, 15.5, 8.5, 10.5, 15.0, 15.5, 10.0, 12.5, 15.5, 11.0, 11.0, 11.0, 13.0, -1.0]]}"
14,188874,1000000,"(0, 1, 2, 3, 4, 9, 11, 8, 6, 13, 10, 12, 7, 5)",157968.0,82.868,"{""n"": 14, ""F"": [0, 1, 2, 3, 6, 11, 12, 7, 13, 5, 9, 8, 10, 4], ""L"": [35, 20, 10, 32, 38, 46, 15, 47, 9, 40, 43, 14, 44, 42], ""C"": [[-1.0, 7.5, 17.0, 12.0, 5.5, 14.5, 11.0, 11.0, 16.5, 15.5, 7.5, 15.5, 15.0, 13.5], [7.5, -1.0, 12.0, 16.0, 10.0, 17.0, 9.0, 12.5, 6.0, 8.0, 9.0, 10.5, 17.0, 9.5], [17.0, 12.0, -1.0, 11.0, 14.5, 14.0, 5.5, 10.5, 17.0, 8.5, 13.5, 10.5, 10.0, 11.5], [12.0, 16.0, 11.0, -1.0, 11.0, 12.5, 8.5, 13.0, 12.5, 7.5, 17.0, 13.0, 12.0, 16.0], [5.5, 10.0, 14.5, 11.0, -1.0, 15.5, 11.5, 14.5, 14.5, 12.0, 6.0, 15.5, 10.0, 9.5], [14.5, 17.0, 14.0, 12.5, 15.5, -1.0, 9.0, 13.0, 14.0, 11.0, 8.0, 18.5, 18.0, 10.0], [11.0, 9.0, 5.5, 8.5, 11.5, 9.0, -1.0, 11.5, 12.0, 10.5, 13.5, 19.0, 9.5, 10.5], [11.0, 12.5, 10.5, 13.0, 14.5, 13.0, 11.5, -1.0, 16.0, 10.5, 13.0, 10.0, 7.5, 7.0], [16.5, 6.0, 17.0, 12.5, 14.5, 14.0, 12.0, 16.0, -1.0, 13.0, 9.5, 9.0, 12.0, 19.0], [15.5, 8.0, 8.5, 7.5, 12.0, 11.0, 10.5, 10.5, 13.0, -1.0, 14.0, 19.0, 13.0, 12.5], [7.5, 9.0, 13.5, 17.0, 6.0, 8.0, 13.5, 13.0, 9.5, 14.0, -1.0, 15.0, 10.0, 14.0], [15.5, 10.5, 10.5, 13.0, 15.5, 18.5, 19.0, 10.0, 9.0, 19.0, 15.0, -1.0, 8.5, 11.0], [15.0, 17.0, 10.0, 12.0, 10.0, 18.0, 9.5, 7.5, 12.0, 13.0, 10.0, 8.5, -1.0, 8.5], [13.5, 9.5, 11.5, 16.0, 9.5, 10.0, 10.5, 7.0, 19.0, 12.5, 14.0, 11.0, 8.5, -1.0]]}"
14,982272,1000000,"(0, 1, 2, 3, 6, 11, 7, 13, 5, 9, 12, 10, 8, 4)",130502.75,81.997,"{""n"": 14, ""F"": [0, 1, 2, 3, 6, 11, 12, 7, 13, 5, 9, 8, 10, 4], ""L"": [9, 5, 24, 42, 43, 17, 27, 14, 44, 28, 37, 22, 33, 6], ""C"": [[-1.0, 9.5, 6.5, 9.5, 14.0, 12.5, 7.0, 11.5, 9.0, 11.5, 7.5, 11.5, 12.0, 11.0], [9.5, -1.0, 6.5, 14.5, 14.5, 14.0, 16.0, 16.0, 13.5, 11.0, 16.0, 16.0, 12.5, 16.0], [6.5, 6.5, -1.0, 9.5, 9.5, 14.0, 12.0, 12.5, 7.5, 17.0, 11.5, 12.5, 8.0, 12.0], [9.5, 14.5, 9.5, -1.0, 12.0, 12.0, 8.5, 8.5, 9.0, 10.0, 9.5, 11.0, 14.0, 7.5], [14.0, 14.5, 9.5, 12.0, -1.0, 8.5, 12.0, 14.0, 9.5, 12.5, 11.5, 13.5, 12.5, 7.0], [12.5, 14.0, 14.0, 12.0, 8.5, -1.0, 9.0, 18.0, 7.0, 11.0, 17.0, 12.5, 14.5, 10.0], [7.0, 16.0, 12.0, 8.5, 12.0, 9.0, -1.0, 12.0, 13.5, 12.0, 11.5, 10.0, 15.5, 8.0], [11.5, 16.0, 12.5, 8.5, 14.0, 18.0, 12.0, -1.0, 17.0, 13.0, 9.5, 13.5, 15.5, 13.0], [9.0, 13.5, 7.5, 9.0, 9.5, 7.0, 13.5, 17.0, -1.0, 16.5, 8.5, 9.5, 17.5, 16.5], [11.5, 11.0, 17.0, 10.0, 12.5, 11.0, 12.0, 13.0, 16.5, -1.0, 9.0, 7.0, 14.5, 14.5], [7.5, 16.0, 11.5, 9.5, 11.5, 17.0, 11.5, 9.5, 8.5, 9.0, -1.0, 12.0, 14.5, 15.0], [11.5, 16.0, 12.5, 11.0, 13.5, 12.5, 10.0, 13.5, 9.5, 7.0, 12.0, -1.0, 17.0, 14.5], [12.0, 12.5, 8.0, 14.0, 12.5, 14.5, 15.5, 15.5, 17.5, 14.5, 14.5, 17.0, -1.0, 16.5], [11.0, 16.0, 12.0, 7.5, 7.0, 10.0, 8.0, 13.0, 16.5, 14.5, 15.0, 14.5, 16.5, -1.0]]}"
14,934440,1000000,"(0, 1, 2, 3, 6, 10, 5, 8, 12, 13, 11, 9, 7, 4)",156560.0,82.513,"{""n"": 14, ""F"": [0, 1, 2, 3, 6, 11, 12, 7, 13, 5, 9, 8, 10, 4], ""L"": [39, 40, 26, 8, 43, 4, 41, 47, 9, 42, 20, 38, 28, 31], ""C"": [[-1.0, 10.5, 17.0, 14.0, 5.5, 8.5, 9.0, 13.0, 12.0, 13.5, 16.0, 11.5, 12.5, 14.0], [10.5, -1.0, 6.0, 18.5, 8.0, 12.0, 12.5, 18.5, 13.5, 8.5, 13.5, 13.5, 16.5, 15.0], [17.0, 6.0, -1.0, 12.0, 12.0, 15.0, 10.0, 15.5, 11.5, 8.5, 15.5, 8.5, 17.0, 12.0], [14.0, 18.5, 12.0, -1.0, 17.0, 8.0, 10.5, 13.5, 13.5, 7.0, 16.5, 12.5, 16.5, 17.0], [5.5, 8.0, 12.0, 17.0, -1.0, 7.0, 11.5, 8.5, 15.0, 16.5, 12.5, 12.0, 18.0, 8.5], [8.5, 12.0, 15.0, 8.0, 7.0, -1.0, 11.0, 16.0, 13.0, 16.5, 12.5, 12.0, 16.5, 16.0], [9.0, 12.5, 10.0, 10.5, 11.5, 11.0, -1.0, 13.5, 11.0, 17.0, 14.5, 9.5, 15.5, 15.0], [13.0, 18.5, 15.5, 13.5, 8.5, 16.0, 13.5, -1.0, 16.0, 18.0, 15.5, 11.0, 17.5, 16.0], [12.0, 13.5, 11.5, 13.5, 15.0, 13.0, 11.0, 16.0, -1.0, 18.5, 15.5, 17.0, 13.5, 12.0], [13.5, 8.5, 8.5, 7.0, 16.5, 16.5, 17.0, 18.0, 18.5, -1.0, 8.5, 14.0, 14.5, 14.0], [16.0, 13.5, 15.5, 16.5, 12.5, 12.5, 14.5, 15.5, 15.5, 8.5, -1.0, 16.5, 17.0, 9.5], [11.5, 13.5, 8.5, 12.5, 12.0, 12.0, 9.5, 11.0, 17.0, 14.0, 16.5, -1.0, 11.0, 19.0], [12.5, 16.5, 17.0, 16.5, 18.0, 16.5, 15.5, 17.5, 13.5, 14.5, 17.0, 11.0, -1.0, 10.0], [14.0, 15.0, 12.0, 17.0, 8.5, 16.0, 15.0, 16.0, 12.0, 14.0, 9.5, 19.0, 10.0, -1.0]]}"
14,662171,1000000,"(0, 1, 2, 3, 5, 12, 8, 7, 11, 4, 9, 13, 6, 10)",110866.75,81.822,"{""n"": 14, ""F"": [0, 1, 2, 3, 6, 11, 12, 7, 13, 5, 9, 8, 10, 4], ""L"": [16, 24, 13, 23, 22, 30, 47, 4, 8, 32, 34, 6, 18, 45], ""C"": [[-1.0, 15.0, 18.5, 14.0, 11.0, 11.5, 16.0, 11.0, 11.5, 11.0, 15.5, 15.5, 19.0, 6.5], [15.0, -1.0, 13.5, 16.5, 11.5, 12.5, 14.5, 5.5, 11.5, 10.5, 13.0, 13.5, 11.0, 18.0], [18.5, 13.5, -1.0, 8.5, 18.0, 6.5, 17.5, 15.5, 12.0, 13.5, 11.0, 18.5, 6.5, 19.0], [14.0, 16.5, 8.5, -1.0, 15.0, 10.5, 8.0, 11.5, 10.0, 12.5, 9.5, 8.5, 10.5, 10.0], [11.0, 11.5, 18.0, 15.0, -1.0, 9.5, 12.0, 13.0, 8.5, 13.0, 14.0, 15.0, 17.0, 8.5], [11.5, 12.5, 6.5, 10.5, 9.5, -1.0, 11.0, 9.0, 9.0, 7.0, 14.0, 13.0, 10.5, 11.5], [16.0, 14.5, 17.5, 8.0, 12.0, 11.0, -1.0, 12.5, 9.0, 16.5, 9.0, 9.5, 17.0, 13.5], [11.0, 5.5, 15.5, 11.5, 13.0, 9.0, 12.5, -1.0, 8.5, 15.0, 8.5, 14.0, 10.5, 15.0], [11.5, 11.5, 12.0, 10.0, 8.5, 9.0, 9.0, 8.5, -1.0, 10.5, 13.5, 10.5, 12.0, 14.0], [11.0, 10.5, 13.5, 12.5, 13.0, 7.0, 16.5, 15.0, 10.5, -1.0, 14.0, 13.0, 8.5, 7.0], [15.5, 13.0, 11.0, 9.5, 14.0, 14.0, 9.0, 8.5, 13.5, 14.0, -1.0, 11.5, 14.0, 10.5], [15.5, 13.5, 18.5, 8.5, 15.0, 13.0, 9.5, 14.0, 10.5, 13.0, 11.5, -1.0, 13.5, 9.0], [19.0, 11.0, 6.5, 10.5, 17.0, 10.5, 17.0, 10.5, 12.0, 8.5, 14.0, 13.5, -1.0, 15.5], [6.5, 18.0, 19.0, 10.0, 8.5, 11.5, 13.5, 15.0, 14.0, 7.0, 10.5, 9.0, 15.5, -1.0]]}"
14,808588,1000000,"(0, 1, 2, 3, 6, 7, 4, 10, 5, 9, 8, 12, 13, 11)",170520.25,82.843,"{""n"": 14, ""F"": [0, 1, 2, 3, 6, 11, 12, 7, 13, 5, 9, 8, 10, 4], ""L"": [9, 25, 39, 36, 7, 23, 26, 30, 42, 33, 13, 48, 47, 49], ""C"": [[-1.0, 17.0, 8.5, 14.5, 11.5, 14.5, 10.0, 11.5, 9.0, 10.5, 13.0, 12.0, 14.0, 13.5], [17.0, -1.0, 14.5, 9.0, 18.5, 14.0, 16.5, 11.5, 9.0, 11.5, 15.0, 18.5, 10.5, 9.0], [8.5, 14.5, -1.0, 11.5, 12.0, 12.0, 10.5, 11.5, 16.0, 8.5, 15.5, 15.0, 15.5, 16.0], [14.5, 9.0, 11.5, -1.0, 14.0, 18.0, 18.0, 17.0, 9.5, 13.0, 16.5, 8.0, 11.5, 13.5], [11.5, 18.5, 12.0, 14.0, -1.0, 12.5, 8.0, 14.5, 10.0, 6.5, 17.0, 15.0, 9.5, 12.5], [14.5, 14.0, 12.0, 18.0, 12.5, -1.0, 10.5, 12.0, 18.5, 12.5, 16.5, 8.5, 13.0, 13.0], [10.0, 16.5, 10.5, 18.0, 8.0, 10.5, -1.0, 15.5, 9.5, 15.5, 15.5, 12.5, 15.0, 10.0], [11.5, 11.5, 11.5, 17.0, 14.5, 12.0, 15.5, -1.0, 18.0, 15.0, 17.0, 14.5, 16.0, 15.0], [9.0, 9.0, 16.0, 9.5, 10.0, 18.5, 9.5, 18.0, -1.0, 15.0, 13.5, 14.5, 12.5, 19.0], [10.5, 11.5, 8.5, 13.0, 6.5, 12.5, 15.5, 15.0, 15.0, -1.0, 10.5, 18.5, 8.5, 17.5], [13.0, 15.0, 15.5, 16.5, 17.0, 16.5, 15.5, 17.0, 13.5, 10.5, -1.0, 16.5, 18.5, 16.5], [12.0, 18.5, 15.0, 8.0, 15.0, 8.5, 12.5, 14.5, 14.5, 18.5, 16.5, -1.0, 10.0, 9.0], [14.0, 10.5, 15.5, 11.5, 9.5, 13.0, 15.0, 16.0, 12.5, 8.5, 18.5, 10.0, -1.0, 9.5], [13.5, 9.0, 16.0, 13.5, 12.5, 13.0, 10.0, 15.0, 19.0, 17.5, 16.5, 9.0, 9.5, -1.0]]}"
14,737336,1000000,"(0, 1, 2, 3, 6, 4, 8, 9, 5, 11, 10, 7, 13, 12)",121245.75,82.819,"{""n"": 14, ""F"": [0, 1, 2, 3, 6, 11, 12, 7, 13, 5, 9, 8, 10, 4], ""L"": [33, 47, 30, 22, 11, 14, 20, 42, 10, 6, 28, 25, 43, 44], ""C"": [[-1.0, 14.0, 17.0, 13.0, 12.5, 12.0, 11.0, 10.5, 12.5, 12.0, 18.5, 17.0, 9.5, 17.5], [14.0, -1.0, 11.0, 8.5, 13.0, 8.5, 16.5, 9.0, 17.5, 5.5, 6.5, 8.5, 14.5, 8.0], [17.0, 11.0, -1.0, 10.5, 11.5, 16.5, 9.0, 15.5, 12.5, 16.0, 13.0, 12.5, 8.5, 11.5], [13.0, 8.5, 10.5, -1.0, 18.0, 13.0, 15.0, 13.0, 16.0, 9.5, 13.0, 11.0, 15.0, 16.0], [12.5, 13.0, 11.5, 18.0, -1.0, 6.5, 7.5, 14.5, 15.5, 9.0, 13.0, 9.0, 10.0, 14.0], [12.0, 8.5, 16.5, 13.0, 6.5, -1.0, 17.5, 10.5, 16.0, 12.5, 10.5, 10.5, 8.5, 15.0], [11.0, 16.5, 9.0, 15.0, 7.5, 17.5, -1.0, 18.5, 17.5, 13.0, 12.5, 10.0, 8.5, 16.0], [10.5, 9.0, 15.5, 13.0, 14.5, 10.5, 18.5, -1.0, 13.0, 20.0, 14.5, 8.5, 10.5, 15.0], [12.5, 17.5, 12.5, 16.0, 15.5, 16.0, 17.5, 13.0, -1.0, 17.5, 6.0, 11.5, 15.5, 7.0], [12.0, 5.5, 16.0, 9.5, 9.0, 12.5, 13.0, 20.0, 17.5, -1.0, 14.0, 16.0, 10.5, 10.0], [18.5, 6.5, 13.0, 13.0, 13.0, 10.5, 12.5, 14.5, 6.0, 14.0, -1.0, 10.0, 13.0, 9.0], [17.0, 8.5, 12.5, 11.0, 9.0, 10.5, 10.0, 8.5, 11.5, 16.0, 10.0, -1.0, 13.0, 11.0], [9.5, 14.5, 8.5, 15.0, 10.0, 8.5, 8.5, 10.5, 15.5, 10.5, 13.0, 13.0, -1.0, 10.0], [17.5, 8.0, 11.5, 16.0, 14.0, 15.0, 16.0, 15.0, 7.0, 10.0, 9.0, 11.0, 10.0, -1.0]]}"
14,932000,1000000,"(0, 1, 2, 3, 6, 10, 4, 13, 8, 11, 7, 5, 12, 9)",115965.25,82.060,"{""n"": 14, ""F"": [0, 1, 2, 3, 6, 11, 12, 7, 13, 5, 9, 8, 10, 4], ""L"": [21, 48, 25, 27, 5, 32, 23, 30, 10, 33, 13, 26, 37, 6], ""C"": [[-1.0, 10.5, 15.5, 14.5, 15.0, 14.0, 13.5, 15.0, 16.0, 10.0, 6.5, 10.5, 19.0, 8.0], [10.5, -1.0, 13.5, 8.0, 12.0, 12.5, 13.5, 12.0, 14.0, 11.5, 8.5, 16.0, 6.0, 12.5], [15.5, 13.5, -1.0, 13.5, 16.0, 13.0, 12.0, 12.0, 15.5, 11.5, 12.5, 17.5, 9.5, 8.0], [14.5, 8.0, 13.5, -1.0, 10.0, 17.0, 17.0, 13.5, 14.0, 8.5, 5.0, 14.0, 14.0, 9.5], [15.0, 12.0, 16.0, 10.0, -1.0, 20.0, 11.0, 9.0, 14.0, 10.0, 14.5, 12.5, 8.0, 14.0], [14.0, 12.5, 13.0, 17.0, 20.0, -1.0, 8.0, 16.5, 19.0, 19.0, 13.5, 18.0, 19.0, 15.0], [13.5, 13.5, 12.0, 17.0, 11.0, 8.0, -1.0, 10.0, 12.5, 12.5, 15.0, 7.0, 16.5, 11.5], [15.0, 12.0, 12.0, 13.5, 9.0, 16.5, 10.0, -1.0, 10.0, 18.5, 12.5, 14.5, 12.0, 14.5], [16.0, 14.0, 15.5, 14.0, 14.0, 19.0, 12.5, 10.0, -1.0, 11.5, 8.5, 6.0, 10.0, 16.0], [10.0, 11.5, 11.5, 8.5, 10.0, 19.0, 12.5, 18.5, 11.5, -1.0, 11.0, 15.5, 12.0, 18.0], [6.5, 8.5, 12.5, 5.0, 14.5, 13.5, 15.0, 12.5, 8.5, 11.0, -1.0, 11.0, 16.0, 6.5], [10.5, 16.0, 17.5, 14.0, 12.5, 18.0, 7.0, 14.5, 6.0, 15.5, 11.0, -1.0, 13.0, 11.5], [19.0, 6.0, 9.5, 14.0, 8.0, 19.0, 16.5, 12.0, 10.0, 12.0, 16.0, 13.0, -1.0, 8.5], [8.0, 12.5, 8.0, 9.5, 14.0, 15.0, 11.5, 14.5, 16.0, 18.0, 6.5, 11.5, 8.5, -1.0]]}"
14,392263,1000000,"(0, 1, 2, 3, 5, 4, 11, 12, 10, 13, 7, 6, 8, 9)",116515.0,82.172,"{""n"": 14, ""F"": [0, 1, 2, 3, 6, 11, 12, 7, 13, 5, 9, 8, 10, 4], ""L"": [34, 40, 27, 16, 10, 13, 33, 47, 42, 37, 12, 5, 8, 29], ""C"": [[-1.0, 5.0, 18.0, 9.5, 13.0, 16.5, 12.0, 8.5, 10.5, 15.0, 9.5, 17.0, 14.0, 12.0], [5.0, -1.0, 8.0, 11.0, 14.0, 12.0, 15.5, 19.0, 15.0, 14.5, 13.0, 16.0, 10.0, 14.0], [18.0, 8.0, -1.0, 17.0, 15.0, 12.5, 7.5, 11.5, 18.0, 9.0, 8.0, 12.0, 14.5, 16.0], [9.5, 11.0, 17.0, -1.0, 10.5, 13.0, 12.5, 16.5, 13.0, 17.0, 13.0, 16.0, 12.5, 8.0], [13.0, 14.0, 15.0, 10.5, -1.0, 10.5, 8.5, 11.0, 17.5, 11.0, 18.5, 15.5, 14.0, 12.5], [16.5, 12.0, 12.5, 13.0, 10.5, -1.0, 8.5, 6.0, 12.0, 11.0, 13.0, 13.0, 8.0, 15.0], [12.0, 15.5, 7.5, 12.5, 8.5, 8.5, -1.0, 16.0, 6.5, 10.0, 7.5, 16.0, 12.0, 11.0], [8.5, 19.0, 11.5, 16.5, 11.0, 6.0, 16.0, -1.0, 11.5, 9.5, 8.0, 6.0, 18.5, 16.0], [10.5, 15.0, 18.0, 13.0, 17.5, 12.0, 6.5, 11.5, -1.0, 11.5, 15.0, 11.5, 14.5, 16.0], [15.0, 14.5, 9.0, 17.0, 11.0, 11.0, 10.0, 9.5, 11.5, -1.0, 7.5, 10.5, 11.5, 9.0], [9.5, 13.0, 8.0, 13.0, 18.5, 13.0, 7.5, 8.0, 15.0, 7.5, -1.0, 7.5, 17.0, 7.5], [17.0, 16.0, 12.0, 16.0, 15.5, 13.0, 16.0, 6.0, 11.5, 10.5, 7.5, -1.0, 8.5, 11.0], [14.0, 10.0, 14.5, 12.5, 14.0, 8.0, 12.0, 18.5, 14.5, 11.5, 17.0, 8.5, -1.0, 16.0], [12.0, 14.0, 16.0, 8.0, 12.5, 15.0, 11.0, 16.0, 16.0, 9.0, 7.5, 11.0, 16.0, -1.0]]}"
14,5317,1000000,"(0, 1, 2, 3, 4, 5, 7, 6, 10, 9, 12, 8, 11, 13)",121489.25,82.439,"{""n"": 14, ""F"": [0, 1, 2, 3, 6, 11, 12, 7, 13, 5, 9, 8, 10, 4], ""L"": [46, 4, 41, 48, 19, 16, 6, 13, 43, 18, 15, 26, 42, 38], ""C"": [[-1.0, 11.5, 12.0, 15.5, 8.0, 10.5, 10.5, 8.0, 7.0, 19.5, 11.5, 6.0, 10.5, 7.5], [11.5, -1.0, 11.0, 9.5, 13.5, 12.0, 14.0, 9.5, 10.0, 10.5, 14.0, 9.5, 15.0, 9.5], [12.0, 11.0, -1.0, 12.0, 14.0, 12.5, 11.5, 15.0, 9.0, 10.5, 13.0, 8.0, 11.5, 15.5], [15.5, 9.5, 12.0, -1.0, 14.0, 11.0, 8.5, 6.5, 9.0, 14.0, 12.5, 18.5, 18.0, 10.0], [8.0, 13.5, 14.0, 14.0, -1.0, 19.0, 8.5, 14.5, 17.0, 11.0, 11.0, 15.5, 15.5, 14.5], [10.5, 12.0, 12.5, 11.0, 19.0, -1.0, 16.5, 10.5, 12.0, 14.0, 13.5, 12.5, 9.0, 15.5], [10.5, 14.0, 11.5, 8.5, 8.5, 16.5, -1.0, 15.5, 10.0, 16.5, 7.5, 12.0, 11.5, 14.5], [8.0, 9.5, 15.0, 6.5, 14.5, 10.5, 15.5, -1.0, 12.5, 10.5, 12.5, 11.0, 13.0, 13.5], [7.0, 10.0, 9.0, 9.0, 17.0, 12.0, 10.0, 12.5, -1.0, 6.5, 8.5, 14.0, 10.5, 12.5], [19.5, 10.5, 10.5, 14.0, 11.0, 14.0, 16.5, 10.5, 6.5, -1.0, 11.0, 16.0, 8.0, 7.0], [11.5, 14.0, 13.0, 12.5, 11.0, 13.5, 7.5, 12.5, 8.5, 11.0, -1.0, 20.0, 15.0, 15.0], [6.0, 9.5, 8.0, 18.5, 15.5, 12.5, 12.0, 11.0, 14.0, 16.0, 20.0, -1.0, 10.0, 8.0], [10.5, 15.0, 11.5, 18.0, 15.5, 9.0, 11.5, 13.0, 10.5, 8.0, 15.0, 10.0, -1.0, 5.5], [7.5, 9.5, 15.5, 10.0, 14.5, 15.5, 14.5, 13.5, 12.5, 7.0, 15.0, 8.0, 5.5, -1.0]]}"
15,489143,1000000,"(0, 1, 2, 3, 4, 6, 9, 7, 5, 11, 8, 14, 13, 10, 12)",167926.0,97.045,"{""n"": 15, ""F"": [0, 1, 2, 3, 4, 7, 12, 13, 8, 14, 6, 10, 9, 11, 5], ""L"": [37, 7, 35, 20, 22, 14, 32, 8, 29, 15, 49, 17, 44, 46, 41], ""C"": [[-1.0, 18.5, 13.5, 13.5, 11.0, 9.5, 11.0, 18.0, 6.0, 11.5, 8.5, 7.0, 16.0, 11.5, 8.0], [18.5, -1.0, 18.0, 6.5, 14.0, 13.5, 17.0, 12.0, 12.0, 5.5, 14.0, 16.5, 12.5, 19.5, 14.0], [13.5, 18.0, -1.0, 16.0, 12.5, 18.5, 14.0, 13.5, 8.5, 8.0, 16.0, 10.0, 14.5, 14.0, 18.5], [13.5, 6.5, 16.0, -1.0, 12.0, 17.0, 8.5, 10.5, 11.0, 6.5, 14.0, 11.0, 10.0, 13.5, 15.0], [11.0, 14.0, 12.5, 12.0, -1.0, 13.0, 9.5, 10.5, 16.0, 15.5, 11.5, 11.0, 13.5, 9.5, 15.0], [9.5, 13.5, 18.5, 17.0, 13.0, -1.0, 14.5, 10.0, 10.0, 8.0, 13.5, 17.5, 11.0, 8.5, 9.5], [11.0, 17.0, 14.0, 8.5, 9.5, 14.5, -1.0, 13.0, 17.5, 12.0, 15.5, 13.5, 8.5, 18.0, 11.0], [18.0, 12.0, 13.5, 10.5, 10.5, 10.0, 13.0, -1.0, 14.0, 10.0, 9.0, 8.5, 17.5, 8.0, 15.5], [6.0, 12.0, 8.5, 11.0, 16.0, 10.0, 17.5, 14.0, -1.0, 12.5, 15.5, 12.0, 8.5, 16.0, 7.5], [11.5, 5.5, 8.0, 6.5, 15.5, 8.0, 12.0, 10.0, 12.5, -1.0, 18.0, 5.0, 11.0, 13.0, 8.0], [8.5, 14.0, 16.0, 14.0, 11.5, 13.5, 15.5, 9.0, 15.5, 18.0, -1.0, 14.5, 18.5, 13.0, 9.0], [7.0, 16.5, 10.0, 11.0, 11.0, 17.5, 13.5, 8.5, 12.0, 5.0, 14.5, -1.0, 18.5, 12.5, 14.5], [16.0, 12.5, 14.5, 10.0, 13.5, 11.0, 8.5, 17.5, 8.5, 11.0, 18.5, 18.5, -1.0, 15.0, 12.5], [11.5, 19.5, 14.0, 13.5, 9.5, 8.5, 18.0, 8.0, 16.0, 13.0, 13.0, 12.5, 15.0, -1.0, 7.5], [8.0, 14.0, 18.5, 15.0, 15.0, 9.5, 11.0, 15.5, 7.5, 8.0, 9.0, 14.5, 12.5, 7.5, -1.0]]}"
